./stanford_dogs/Images/n02088632-bluetick/n02088632_260.jpg,27,30,330,498,bluetick
./stanford_dogs/Images/n02109961-Eskimo_dog/n02109961_10021.jpg,130,55,298,346,Eskimo_dog
./stanford_dogs/Images/n02109047-Great_Dane/n02109047_19984.jpg,279,77,698,663,Great_Dane
./stanford_dogs/Images/n02101556-clumber/n02101556_4386.jpg,0,0,499,362,clumber
./stanford_dogs/Images/n02109961-Eskimo_dog/n02109961_6613.jpg,91,31,494,374,Eskimo_dog
./stanford_dogs/Images/n02086240-Shih-Tzu/n02086240_7110.jpg,6,0,499,374,Shih-Tzu
./stanford_dogs/Images/n02090622-borzoi/n02090622_6443.jpg,71,39,390,317,borzoi
./stanford_dogs/Images/n02106550-Rottweiler/n02106550_5311.jpg,14,14,249,175,Rottweiler
./stanford_dogs/Images/n02102318-cocker_spaniel/n02102318_422.jpg,3,0,491,612,cocker_spaniel
./stanford_dogs/Images/n02102040-English_springer/n02102040_3798.jpg,108,72,356,332,English_springer
./stanford_dogs/Images/n02108422-bull_mastiff/n02108422_3709.jpg,53,33,253,202,bull_mastiff
./stanford_dogs/Images/n02089867-Walker_hound/n02089867_3360.jpg,1,8,176,256,Walker_hound
./stanford_dogs/Images/n02100877-Irish_setter/n02100877_8595.jpg,418,80,1006,1070,Irish_setter
./stanford_dogs/Images/n02100877-Irish_setter/n02100877_8595.jpg,126,142,469,965,Irish_setter
./stanford_dogs/Images/n02105505-komondor/n02105505_3833.jpg,147,106,388,315,komondor
./stanford_dogs/Images/n02108000-EntleBucher/n02108000_364.jpg,43,32,287,475,EntleBucher
./stanford_dogs/Images/n02102177-Welsh_springer_spaniel/n02102177_3607.jpg,2,70,286,295,Welsh_springer_spaniel
./stanford_dogs/Images/n02110063-malamute/n02110063_15327.jpg,181,94,284,316,malamute
./stanford_dogs/Images/n02097130-giant_schnauzer/n02097130_3872.jpg,22,155,285,395,giant_schnauzer
./stanford_dogs/Images/n02090622-borzoi/n02090622_7069.jpg,15,5,349,473,borzoi
./stanford_dogs/Images/n02087394-Rhodesian_ridgeback/n02087394_7254.jpg,72,25,428,339,Rhodesian_ridgeback
./stanford_dogs/Images/n02091032-Italian_greyhound/n02091032_989.jpg,40,36,362,438,Italian_greyhound
./stanford_dogs/Images/n02089867-Walker_hound/n02089867_1368.jpg,60,25,360,290,Walker_hound
./stanford_dogs/Images/n02105505-komondor/n02105505_515.jpg,92,2,341,287,komondor
./stanford_dogs/Images/n02099267-flat-coated_retriever/n02099267_1547.jpg,181,37,429,296,flat-coated_retriever
./stanford_dogs/Images/n02106662-German_shepherd/n02106662_146.jpg,83,105,279,498,German_shepherd
./stanford_dogs/Images/n02102973-Irish_water_spaniel/n02102973_3999.jpg,0,199,2735,1727,Irish_water_spaniel
./stanford_dogs/Images/n02106550-Rottweiler/n02106550_11105.jpg,27,29,353,374,Rottweiler
./stanford_dogs/Images/n02102318-cocker_spaniel/n02102318_8666.jpg,72,178,216,293,cocker_spaniel
./stanford_dogs/Images/n02098286-West_Highland_white_terrier/n02098286_4231.jpg,27,2,438,374,West_Highland_white_terrier
./stanford_dogs/Images/n02101556-clumber/n02101556_4994.jpg,20,6,307,295,clumber
./stanford_dogs/Images/n02091244-Ibizan_hound/n02091244_85.jpg,110,41,193,236,Ibizan_hound
./stanford_dogs/Images/n02087046-toy_terrier/n02087046_5196.jpg,8,12,265,340,toy_terrier
./stanford_dogs/Images/n02095570-Lakeland_terrier/n02095570_5068.jpg,2,77,288,498,Lakeland_terrier
./stanford_dogs/Images/n02087046-toy_terrier/n02087046_1792.jpg,113,48,367,262,toy_terrier
./stanford_dogs/Images/n02105505-komondor/n02105505_861.jpg,24,5,282,170,komondor
./stanford_dogs/Images/n02101006-Gordon_setter/n02101006_2902.jpg,86,127,327,255,Gordon_setter
./stanford_dogs/Images/n02094114-Norfolk_terrier/n02094114_2158.jpg,54,24,438,470,Norfolk_terrier
./stanford_dogs/Images/n02111129-Leonberg/n02111129_2347.jpg,175,263,379,646,Leonberg
./stanford_dogs/Images/n02105412-kelpie/n02105412_7849.jpg,96,19,499,332,kelpie
./stanford_dogs/Images/n02096294-Australian_terrier/n02096294_5734.jpg,177,2,415,303,Australian_terrier
./stanford_dogs/Images/n02111129-Leonberg/n02111129_3884.jpg,197,33,451,285,Leonberg
./stanford_dogs/Images/n02109047-Great_Dane/n02109047_22413.jpg,76,193,637,1131,Great_Dane
./stanford_dogs/Images/n02116738-African_hunting_dog/n02116738_6038.jpg,206,59,365,228,African_hunting_dog
./stanford_dogs/Images/n02110063-malamute/n02110063_17190.jpg,218,25,430,369,malamute
./stanford_dogs/Images/n02110185-Siberian_husky/n02110185_2728.jpg,147,67,425,265,Siberian_husky
./stanford_dogs/Images/n02099712-Labrador_retriever/n02099712_4960.jpg,0,9,499,374,Labrador_retriever
./stanford_dogs/Images/n02102040-English_springer/n02102040_735.jpg,81,21,277,263,English_springer
./stanford_dogs/Images/n02102040-English_springer/n02102040_6313.jpg,206,42,499,306,English_springer
./stanford_dogs/Images/n02100583-vizsla/n02100583_9435.jpg,181,12,499,247,vizsla
./stanford_dogs/Images/n02113023-Pembroke/n02113023_6548.jpg,0,1,291,498,Pembroke
./stanford_dogs/Images/n02105855-Shetland_sheepdog/n02105855_7560.jpg,196,55,354,333,Shetland_sheepdog
./stanford_dogs/Images/n02091635-otterhound/n02091635_1621.jpg,13,19,203,201,otterhound
./stanford_dogs/Images/n02097130-giant_schnauzer/n02097130_2821.jpg,0,22,499,374,giant_schnauzer
./stanford_dogs/Images/n02096051-Airedale/n02096051_1469.jpg,43,40,278,490,Airedale
./stanford_dogs/Images/n02102480-Sussex_spaniel/n02102480_2385.jpg,71,39,366,279,Sussex_spaniel
./stanford_dogs/Images/n02088238-basset/n02088238_7131.jpg,91,24,237,220,basset
./stanford_dogs/Images/n02088466-bloodhound/n02088466_6984.jpg,11,11,169,249,bloodhound
./stanford_dogs/Images/n02095570-Lakeland_terrier/n02095570_4171.jpg,42,111,310,417,Lakeland_terrier
./stanford_dogs/Images/n02093256-Staffordshire_bullterrier/n02093256_7075.jpg,48,29,135,117,Staffordshire_bullterrier
./stanford_dogs/Images/n02105251-briard/n02105251_6572.jpg,20,61,408,339,briard
./stanford_dogs/Images/n02086646-Blenheim_spaniel/n02086646_946.jpg,0,0,458,332,Blenheim_spaniel
./stanford_dogs/Images/n02113023-Pembroke/n02113023_10636.jpg,144,46,333,263,Pembroke
./stanford_dogs/Images/n02096051-Airedale/n02096051_4531.jpg,166,17,374,373,Airedale
./stanford_dogs/Images/n02110806-basenji/n02110806_2497.jpg,163,11,515,346,basenji
./stanford_dogs/Images/n02105251-briard/n02105251_8629.jpg,1,68,270,498,briard
./stanford_dogs/Images/n02088238-basset/n02088238_10473.jpg,0,28,377,292,basset
./stanford_dogs/Images/n02095314-wire-haired_fox_terrier/n02095314_2742.jpg,11,10,310,276,wire-haired_fox_terrier
./stanford_dogs/Images/n02088238-basset/n02088238_8839.jpg,91,0,409,373,basset
./stanford_dogs/Images/n02087394-Rhodesian_ridgeback/n02087394_7771.jpg,90,169,414,440,Rhodesian_ridgeback
./stanford_dogs/Images/n02092002-Scottish_deerhound/n02092002_5152.jpg,136,85,499,332,Scottish_deerhound
./stanford_dogs/Images/n02097047-miniature_schnauzer/n02097047_610.jpg,158,14,367,307,miniature_schnauzer
./stanford_dogs/Images/n02097474-Tibetan_terrier/n02097474_7834.jpg,181,36,340,327,Tibetan_terrier
./stanford_dogs/Images/n02105412-kelpie/n02105412_1757.jpg,118,17,392,305,kelpie
./stanford_dogs/Images/n02107908-Appenzeller/n02107908_691.jpg,25,42,386,321,Appenzeller
./stanford_dogs/Images/n02109525-Saint_Bernard/n02109525_5013.jpg,0,0,481,319,Saint_Bernard
./stanford_dogs/Images/n02086646-Blenheim_spaniel/n02086646_3059.jpg,27,1,457,399,Blenheim_spaniel
./stanford_dogs/Images/n02112706-Brabancon_griffon/n02112706_600.jpg,78,146,200,303,Brabancon_griffon
./stanford_dogs/Images/n02086240-Shih-Tzu/n02086240_5696.jpg,0,107,287,478,Shih-Tzu
./stanford_dogs/Images/n02100735-English_setter/n02100735_4540.jpg,95,36,471,611,English_setter
./stanford_dogs/Images/n02106662-German_shepherd/n02106662_15858.jpg,3,3,399,311,German_shepherd
./stanford_dogs/Images/n02099601-golden_retriever/n02099601_7123.jpg,1,69,477,361,golden_retriever
./stanford_dogs/Images/n02086910-papillon/n02086910_2335.jpg,198,129,412,332,papillon
./stanford_dogs/Images/n02089867-Walker_hound/n02089867_2295.jpg,63,21,170,165,Walker_hound
./stanford_dogs/Images/n02100735-English_setter/n02100735_2145.jpg,0,7,322,353,English_setter
./stanford_dogs/Images/n02093428-American_Staffordshire_terrier/n02093428_3001.jpg,26,29,197,215,American_Staffordshire_terrier
./stanford_dogs/Images/n02101388-Brittany_spaniel/n02101388_3098.jpg,17,136,326,498,Brittany_spaniel
./stanford_dogs/Images/n02097298-Scotch_terrier/n02097298_9677.jpg,28,40,428,316,Scotch_terrier
./stanford_dogs/Images/n02108000-EntleBucher/n02108000_1011.jpg,105,58,260,418,EntleBucher
./stanford_dogs/Images/n02087394-Rhodesian_ridgeback/n02087394_4931.jpg,27,11,350,374,Rhodesian_ridgeback
./stanford_dogs/Images/n02094114-Norfolk_terrier/n02094114_838.jpg,91,20,311,271,Norfolk_terrier
./stanford_dogs/Images/n02094433-Yorkshire_terrier/n02094433_730.jpg,118,0,374,374,Yorkshire_terrier
./stanford_dogs/Images/n02096051-Airedale/n02096051_584.jpg,48,9,325,332,Airedale
./stanford_dogs/Images/n02110063-malamute/n02110063_5676.jpg,7,3,330,294,malamute
./stanford_dogs/Images/n02091134-whippet/n02091134_232.jpg,0,16,451,350,whippet
./stanford_dogs/Images/n02107142-Doberman/n02107142_21.jpg,1,0,342,374,Doberman
./stanford_dogs/Images/n02099429-curly-coated_retriever/n02099429_2699.jpg,10,68,179,269,curly-coated_retriever
./stanford_dogs/Images/n02099429-curly-coated_retriever/n02099429_2699.jpg,107,31,279,196,curly-coated_retriever
./stanford_dogs/Images/n02097047-miniature_schnauzer/n02097047_4443.jpg,212,136,405,280,miniature_schnauzer
./stanford_dogs/Images/n02108551-Tibetan_mastiff/n02108551_2898.jpg,0,31,239,311,Tibetan_mastiff
./stanford_dogs/Images/n02097130-giant_schnauzer/n02097130_603.jpg,113,67,357,373,giant_schnauzer
./stanford_dogs/Images/n02113023-Pembroke/n02113023_724.jpg,27,139,262,374,Pembroke
./stanford_dogs/Images/n02113023-Pembroke/n02113023_724.jpg,96,0,377,374,Pembroke
./stanford_dogs/Images/n02100583-vizsla/n02100583_7122.jpg,121,53,454,372,vizsla
./stanford_dogs/Images/n02102040-English_springer/n02102040_4644.jpg,6,27,438,489,English_springer
